customer_id,customer_name,region,signup_date,customer_segment
902,Nokuthula Jacobs,Mpumalanga,2023-10-27,Consumer
903,Nomsa Dlamini,Limpopo,2025-09-25,Consumer
904,Tshepo Mthembu,Mpumalanga,2023-03-29,Consumer
905,Boitumelo Mokoena,Gauteng,2025-07-20,Corporate
906,Lerato Pillay,Limpopo,2024-10-25,Small Business
907,Karabo Pillay,KwaZulu-Natal,2024-06-23,Consumer
908,Naledi Mkhize,Western Cape,2025-02-14,Consumer
909,Boitumelo Mthembu,Free State,2025-02-09,Consumer
910,Anele Jacobs,Gauteng,2024-12-07,Consumer
911,Anele Naidoo,Eastern Cape,2023-10-12,Consumer
912,Nomsa Naidoo,KwaZulu-Natal,2024-07-29,Consumer
913,Tshepo Mthembu,Free State,2023-08-31,Small Business
914,Anele Jacobs,North West,2023-08-21,Consumer
915,Tshepo Ndlovu,Gauteng,2023-11-27,Consumer
916,Karabo Mkhize,KwaZulu-Natal,2023-09-19,Consumer
917,Thabo Mkhize,KwaZulu-Natal,2025-11-15,Consumer
918,Boitumelo Naidoo,Free State,2024-06-12,Small Business
919,Boitumelo Mahlangu,Western Cape,2023-02-08,Consumer
920,Palesa Jacobs,KwaZulu-Natal,2025-08-23,Consumer
921,Karabo Naidoo,KwaZulu-Natal,2025-04-21,Small Business
922,Kagiso Naidoo,Mpumalanga,2025-11-12,Corporate
923,Nomsa Ndlovu,Free State,2023-05-21,Consumer
924,Nomsa Pillay,Free State,2023-02-03,Small Business
925,Sipho Jacobs,Gauteng,2023-07-17,Corporate
926,Zanele Dlamini,Western Cape,2025-12-24,Consumer
927,Boitumelo Mkhize,Gauteng,2023-09-24,Corporate
928,Zanele Ndlovu,Mpumalanga,2025-06-02,Corporate
929,Mpho Mthembu,North West,2025-12-21,Small Business
930,Naledi Mkhize,Western Cape,2025-02-19,Consumer
931,Anele Mthembu,Western Cape,2024-06-05,Consumer
932,Kagiso Mthembu,Gauteng,2025-04-16,Small Business
933,Karabo Pillay,Western Cape,2023-01-15,Consumer
934,Tshepo Mthembu,Mpumalanga,2025-02-07,Consumer
935,Sipho Ndlovu,Limpopo,2023-08-07,Consumer
936,Mpho Mkhize,Mpumalanga,2026-01-02,Small Business
937,Sibusiso Mthembu,Free State,2025-03-24,Small Business
938,Sipho Molefe,North West,2025-09-15,Consumer
939,Karabo Molefe,Free State,2024-09-20,Small Business
940,Nokuthula Mthembu,North West,2023-09-01,Small Business
941,Lerato Mthembu,Free State,2023-11-28,Small Business
942,Sipho Ndlovu,Gauteng,2023-04-17,Small Business
943,Anele Mkhize,Free State,2023-10-25,Consumer
944,Nomsa Molefe,Western Cape,2024-06-22,Small Business
945,Boitumelo Ndlovu,Limpopo,2025-02-26,Small Business
946,Sibusiso Naidoo,North West,2023-04-28,Consumer
947,Palesa Pillay,Limpopo,2024-02-18,Consumer
948,Zanele Mthembu,KwaZulu-Natal,2025-11-11,Small Business
949,Nomsa Mokoena,KwaZulu-Natal,2025-01-06,Consumer
950,Sibusiso Ndlovu,Mpumalanga,2024-07-19,Small Business
951,Karabo Mthembu,Gauteng,2025-04-10,Small Business
952,Boitumelo Dlamini,Limpopo,2023-05-21,Small Business
953,Naledi Mahlangu,Eastern Cape,2024-12-13,Small Business
954,Anele Ndlovu,Gauteng,2024-02-03,Consumer
955,Zanele Dlamini,Western Cape,2025-04-13,Consumer
956,Lerato Pillay,Limpopo,2024-11-27,Corporate
957,Nokuthula Jacobs,Free State,2024-05-27,Small Business
958,Sibusiso Molefe,North West,2024-05-13,Small Business
959,Anele Dlamini,Limpopo,2023-02-26,Consumer
960,Tshepo Mthembu,Mpumalanga,2024-03-27,Consumer
961,Zanele Pillay,Gauteng,2024-12-24,Small Business
962,Nomsa Mahlangu,Western Cape,2024-06-23,Consumer
963,Lerato Pillay,KwaZulu-Natal,2024-12-01,Consumer
964,Nomsa Mkhize,Limpopo,2024-12-25,Consumer
965,Anele Mthembu,Eastern Cape,2024-01-25,Small Business
966,Nomsa Mthembu,Eastern Cape,2024-06-27,Small Business
967,Sipho Dlamini,Western Cape,2024-12-30,Corporate
968,Karabo Mokoena,Gauteng,2025-10-05,Small Business
969,Karabo Molefe,North West,2025-01-30,Corporate
970,Anele Naidoo,Limpopo,2024-07-16,Consumer
971,Thabo Pillay,Free State,2023-09-20,Consumer
972,Zanele Molefe,Free State,2023-03-08,Corporate
973,Anele Dlamini,North West,2023-12-24,Consumer
974,Thabo Mthembu,Free State,2023-01-18,Small Business
975,Naledi Mkhize,Limpopo,2024-10-28,Consumer
976,Nomsa Mahlangu,North West,2024-06-22,Corporate
977,Naledi Naidoo,North West,2024-12-03,Consumer
978,Nokuthula Molefe,Mpumalanga,2025-05-08,Corporate
979,Anele Naidoo,KwaZulu-Natal,2024-07-26,Corporate
980,Palesa Dlamini,Limpopo,2024-04-13,Small Business
981,Palesa Ndlovu,Eastern Cape,2025-06-04,Consumer
982,Anele Mokoena,KwaZulu-Natal,2023-11-03,Consumer
983,Boitumelo Pillay,Mpumalanga,2023-10-03,Small Business
984,Kagiso Pillay,Gauteng,2024-09-06,Consumer
985,Thabo Mthembu,Limpopo,2023-12-01,Consumer
986,Anele Molefe,Limpopo,2023-07-17,Consumer
987,Naledi Mokoena,Free State,2024-06-11,Consumer
988,Karabo Mkhize,KwaZulu-Natal,2024-02-12,Corporate
989,Naledi Molefe,North West,2024-08-05,Small Business
990,Boitumelo Dlamini,Free State,2025-07-04,Small Business
991,Tshepo Naidoo,KwaZulu-Natal,2025-08-07,Small Business
992,Mpho Mkhize,Free State,2024-11-21,Small Business
993,Lerato Naidoo,Mpumalanga,2023-05-27,Consumer
994,Tshepo Mahlangu,Limpopo,2024-10-10,Small Business
995,Kagiso Jacobs,Mpumalanga,2025-03-20,Small Business
996,Anele Ndlovu,KwaZulu-Natal,2025-12-02,Consumer
997,Sipho Mthembu,Limpopo,2023-02-17,Corporate
998,Nomsa Naidoo,Free State,2023-06-13,Consumer
999,Boitumelo Jacobs,Gauteng,2023-05-11,Consumer
1000,Zanele Dlamini,Western Cape,2025-03-24,Consumer
